"DATE","TIME","OBS_GUST","OBS_WSPD","OBS_WDIR","OBS_PSFC","HWRFLES_GUST","HWRFLES_WSPD","HWRFLES_WDIR","HWRFLES_PSFC"
20210828.000000,2330,5139.49,5139.49,9999,1002.9,21.677,20.9817,177.437,1005.9
20210828.000000,2336,5139.49,5139.49,9999,1002.9,19.8012,18.3304,181.29,1005.66
20210828.000000,2342,5139.49,5139.49,9999,1002.9,19.9574,19.4956,176.545,1005.43
20210828.000000,2348,5139.49,5139.49,9999,1003.2,20.9097,17.9817,175.258,1005.77
20210828.000000,2354,5139.49,5139.49,9999,1003.5,19.7129,19.6158,177.074,1005.95
20210830.000000,0,5139.49,5139.49,9999,1004,19.5916,18.8187,179.457,1006.24
20210830.000000,6,5139.49,5139.49,9999,1003.9,19.3421,18.5722,177.665,1006.81
20210830.000000,12,5139.49,5139.49,9999,1003.9,19.7737,19.2317,180.881,1006.06
20210830.000000,18,5139.49,5139.49,9999,1003.7,19.1967,18.6572,179.324,1005.63
20210830.000000,24,5139.49,5139.49,9999,1004,19.3568,19.3568,181.188,1006.44
20210830.000000,30,5139.49,5139.49,9999,1004.2,18.5599,18.155,181.448,1007.17
20210830.000000,36,5139.49,5139.49,9999,1004.1,18.5299,18.2989,181.676,1006.88
20210830.000000,42,5139.49,5139.49,9999,1004.3,17.3278,17.3012,181.036,1005.77
20210830.000000,48,5139.49,5139.49,9999,1004.7,19.3492,14.9526,175.415,1006.48
20210830.000000,54,5139.49,5139.49,9999,1004.8,19.6159,19.4509,177.353,1005.98
20210830.000000,100,5139.49,5139.49,9999,1004.3,20.0309,17.582,182.613,1006.63
20210830.000000,106,5139.49,5139.49,9999,1004.6,19.6513,19.4796,181.327,1006.57
20210830.000000,112,5139.49,5139.49,9999,1004.7,19.0614,17.9045,183.623,1006.93
20210830.000000,118,5139.49,5139.49,9999,1004.6,16.537,16.4484,178.681,1007
20210830.000000,124,5139.49,5139.49,9999,1005.1,20.3215,20.3215,165.893,1007.11
20210830.000000,130,5139.49,5139.49,9999,1005.6,19.3979,18.7557,172.287,1006.1
20210830.000000,136,5139.49,5139.49,9999,1005.6,18.9809,18.701,177.671,1006.04
20210830.000000,142,5139.49,5139.49,9999,1005.9,18.4653,18.4365,176.722,1006.47
20210830.000000,148,5139.49,5139.49,9999,1005.8,18.3862,17.664,176.063,1006.77
20210830.000000,154,5139.49,5139.49,9999,1006.1,18.0377,17.8291,172.218,1007.73
20210830.000000,200,5139.49,5139.49,9999,1006.4,18.2409,18.2409,175.331,1006.17
20210830.000000,206,5139.49,5139.49,9999,1006.8,18.5649,18.4584,175.208,1006.34
20210830.000000,212,5139.49,5139.49,9999,1006.5,19.2589,18.9164,172.567,1007.14
20210830.000000,218,5139.49,5139.49,9999,1006.2,19.5243,18.8247,165.561,1007.24
20210830.000000,224,5139.49,5139.49,9999,1006.4,18.7235,17.1359,158.812,1007
20210830.000000,230,5139.49,5139.49,9999,1006.1,16.7371,15.6271,162.593,1006.45
20210830.000000,236,5139.49,5139.49,9999,1006.5,16.7825,16.7242,176.238,1007.9
20210830.000000,242,5139.49,5139.49,9999,1006.6,18.1723,18.0837,179.849,1006.92
20210830.000000,248,5139.49,5139.49,9999,1006.1,18.2212,18.2022,180.494,1007.54
20210830.000000,254,5139.49,5139.49,9999,1006.3,19.5697,19.5504,181.275,1006.67
20210830.000000,300,5139.49,5139.49,9999,1006.8,18.0259,16.6017,183.073,1008.05
20210830.000000,306,5139.49,5139.49,9999,9999,17.7483,16.9024,185.341,1008.1
20210830.000000,312,5139.49,5139.49,9999,1007.4,18.0559,17.4091,184.913,1007.24
20210830.000000,318,5139.49,5139.49,9999,1007.5,18.595,16.3103,175.872,1007.53
20210830.000000,324,5139.49,5139.49,9999,1007.5,21.1738,21.1444,186.412,1008.85
20210830.000000,330,5139.49,5139.49,9999,1007.4,17.5285,17.5285,181.529,1007.53
20210830.000000,336,5139.49,5139.49,9999,1007.4,17.6964,17.2944,180.96,1007.06
20210830.000000,342,5139.49,5139.49,9999,1007.2,17.3708,17.1819,182.056,1007.33
20210830.000000,348,5139.49,5139.49,9999,1007.3,19.183,16.9563,182.429,1007.58
20210830.000000,354,5139.49,5139.49,9999,1007.7,18.2449,17.4271,182.536,1008.63
20210830.000000,400,5139.49,5139.49,9999,9999,18.6984,17.8788,176.606,1008.28
20210830.000000,406,5139.49,5139.49,9999,1006.7,18.7025,18.658,185.592,1008.29
20210830.000000,412,5139.49,5139.49,9999,1006.9,19.9055,19.0028,178.129,1009.08
20210830.000000,418,5139.49,5139.49,9999,1006.9,18.0867,17.9632,187.797,1008.01
20210830.000000,424,5139.49,5139.49,9999,1006.6,21.6481,18.0655,181.252,1008.58
20210830.000000,430,5139.49,5139.49,9999,1006.8,18.0216,17.0853,182.299,1008.26
20210830.000000,436,5139.49,5139.49,9999,1006.9,19.1888,16.0924,180.788,1008.91
20210830.000000,442,5139.49,5139.49,9999,1007,20.5,16.0515,180.683,1008.72
20210830.000000,448,5139.49,5139.49,9999,1006.8,17.7038,17.5444,173.863,1007.9
20210830.000000,454,5139.49,5139.49,9999,1006.6,19.0966,14.9865,181.246,1009.35
20210830.000000,500,5139.49,5139.49,9999,9999,24.7365,21.5058,180.233,1009.61
20210830.000000,506,5139.49,5139.49,9999,1006.8,24.9349,16.0609,182.232,1009.95
20210830.000000,512,5139.49,5139.49,9999,1006.8,16.8429,12.5314,160.921,1009.17
20210830.000000,518,5139.49,5139.49,9999,1006.8,14.6401,14.5702,186.961,1008.09
20210830.000000,524,5139.49,5139.49,9999,1006.8,17.2201,16.3422,181.666,1008.47
20210830.000000,530,5139.49,5139.49,9999,1006.4,18.1082,17.2146,183.291,1008.62
20210830.000000,536,5139.49,5139.49,9999,1006.2,17.682,16.8132,181.932,1007.39
20210830.000000,542,5139.49,5139.49,9999,1006.2,17.705,17.1088,185.265,1008.34
20210830.000000,548,5139.49,5139.49,9999,1006.2,17.6627,17.6345,182.227,1008.47
20210830.000000,554,5139.49,5139.49,9999,1006.6,17.3913,17.1853,183.594,1008.77
20210830.000000,600,5139.49,5139.49,9999,1007.1,17.0502,16.1021,181.551,1009.19
