"DATE","TIME","OBS_GUST","OBS_WSPD","OBS_WDIR","OBS_PSFC","HWRFLES_GUST","HWRFLES_WSPD","HWRFLES_WDIR","HWRFLES_PSFC"
20210828.000000,1836,31.9708,25.2785,103,1000.8,21.9699,21.7144,109.237,998.776
20210828.000000,1842,32.0736,24.7799,105,1000.6,23.1429,22.4853,106.339,999.454
20210828.000000,1848,32.1713,24.8776,105,1000.5,23.0231,21.9527,108.934,999.243
20210828.000000,1854,32.8703,24.6771,105,1000.3,23.8122,23.3498,111.042,999.453
20210828.000000,1900,33.3689,26.2757,108,1000.4,22.1199,22.024,113.05,999.632
20210828.000000,1906,30.5727,26.178,108,1000.6,23.6977,21.2983,111.092,999.407
20210828.000000,1912,33.0708,25.1757,109,1000.2,22.9864,22.1251,113.915,998.903
20210828.000000,1918,33.8726,27.5761,116,1000.3,23.1599,21.9507,114.462,999.137
20210828.000000,1924,34.7721,27.8742,113,1000.2,23.3327,21.0738,115.339,999.117
20210828.000000,1930,33.0708,27.0775,111,1000.1,22.4311,21.5591,115.684,998.927
20210828.000000,1936,33.0708,27.4784,106,1000,22.8968,22.8381,119.405,999.043
20210828.000000,1942,34.5716,27.1752,110,1000,23.541,22.1481,120.706,999.034
20210828.000000,1948,34.1707,26.3785,111,999.7,22.8676,22.6019,120.223,999.486
20210828.000000,1954,33.5693,26.8771,110,999.9,23.6385,22.9751,119.733,999.136
20210828.000000,2000,31.2718,24.6771,114,1000,23.9862,23.5642,120.871,999.747
20210828.000000,2006,32.7726,24.9804,115,999.9,23.1146,22.7651,121.152,998.334
20210828.000000,2012,32.4694,28.3779,113,999.5,21.6172,20.9098,121.75,999.361
20210828.000000,2018,31.8731,26.0752,115,999.3,22.9061,22.8285,122.069,999.939
20210828.000000,2024,31.4722,26.3785,116,999.5,22.0932,21.86,122.621,999.504
20210828.000000,2030,33.7698,25.2785,112,999.3,23.5518,23.5518,121.206,999.326
20210828.000000,2036,32.1713,26.8771,110,999.1,22.6992,21.218,122.4,1000.35
20210828.000000,2042,32.6698,27.0775,115,999.1,22.1206,21.5925,121.195,998.767
20210828.000000,2048,33.1736,27.0775,113,998.9,23.4291,22.1658,125.114,999.525
20210828.000000,2054,33.3689,28.0747,111,998.5,21.9942,20.9556,125.432,1000.32
20210828.000000,2100,33.4717,25.3762,117,999.2,22.1747,21.4617,122.408,999.136
20210828.000000,2106,34.8698,27.6738,114,998.8,22.2084,22.0865,124.799,1000.41
20210828.000000,2112,33.0708,27.4784,117,999.1,22.1368,21.6947,123.504,998.071
20210828.000000,2118,30.4751,26.4761,117,998.8,22.9724,22.3475,123.343,998.871
20210828.000000,2124,5139.49,5139.49,9999,9999,22.1345,21.5078,124.75,999.309
20210828.000000,2130,31.8731,24.7799,118,998.8,22.4369,22.3255,125.98,1000.01
20210828.000000,2136,34.6693,28.5733,117,998.4,22.1077,21.1271,125.427,999.635
20210828.000000,2142,32.7726,26.8771,116,998.3,22.3178,21.5278,124.315,999.036
20210828.000000,2148,32.2741,27.0775,120,998.2,22.1389,21.8488,125.433,999.73
20210828.000000,2154,36.6688,27.5761,119,998,21.3278,21.3278,126.118,998.91
20210828.000000,2200,36.2678,27.8742,121,998.1,22.442,22.2767,125.114,999.323
20210828.000000,2206,35.3683,27.977,118,997.5,22.1869,21.1903,127.294,999.338
20210828.000000,2212,34.0679,27.278,117,997.8,21.6121,21.6121,126.524,999.234
20210828.000000,2218,35.4711,29.2723,120,997.4,21.483,21.4412,126.21,997.935
20210828.000000,2224,36.2678,25.5766,121,997.9,21.5063,21.4053,125.54,998.321
20210828.000000,2230,34.2684,28.6761,120,997.8,21.4248,21.0693,126.436,999.729
20210828.000000,2236,34.0679,25.9776,118,997.4,22.4514,22.1648,124.683,998.906
20210828.000000,2242,35.2707,27.4784,120,997.7,22.6624,21.2503,125.224,999.845
20210828.000000,2248,35.3683,27.278,122,997.5,22.0295,22.0295,125.052,998.707
20210828.000000,2254,35.9697,24.1786,122,998.4,23.1718,21.9064,122.869,998.806
20210828.000000,2300,33.7698,27.5761,125,997.9,22.4044,21.4853,126.763,999.248
20210828.000000,2306,31.7703,26.6766,125,998,22.8475,20.5424,125.522,999.61
20210828.000000,2312,32.0736,26.7743,126,998,21.7879,21.7879,122.155,999.665
20210828.000000,2318,32.8703,25.1757,123,997.7,24.3192,21.5366,130.112,998.838
20210828.000000,2324,32.4694,25.2785,125,997.9,22.6236,21.4159,129.56,998.65
20210828.000000,2330,30.7732,26.3785,130,997.8,22.5952,22.5936,131.212,998.664
20210828.000000,2336,32.0736,26.5789,130,997.5,22.4987,21.3677,131.895,998.867
20210828.000000,2342,33.0708,27.977,127,997.6,22.7028,21.6445,130.737,998.782
20210828.000000,2348,33.3689,25.479,125,997.5,22.2818,21.0683,132.296,999.738
20210828.000000,2354,31.1741,27.6738,123,997.5,20.9603,20.4102,132.73,998.594
